Link hình ảnh;Mã SKU;Tên;Cân nặng(g);Chiều dài(cm);Chiều rộng(cm);Chiều cao(cm);Tên kho;Khu vực kho;Vị trí;Tổng số;Đơn hàng đã khóa;Toàn bộ kho khả dụng;Dự trữ chương trình;Đang vận tải;Tổng giá vốn hàng đang vận tải;Cảnh báo tồn kho;Dự báo bán hàng hàng ngày;Dự kiến số ngày có thể bán;Giá vốn bình quân gia quyền;Tổng giá vốn;Trạng thái bán hàng;Ngành hàng cấp 1;Ngành hàng cấp 2;Ngành hàng cấp 3;Loại SKU;Chú thích
https://res.bigseller.pro/sku/images/merchantsku/944484/636552_1788862197457.jpg?imageView2/1/w/300/h/300;QT37;FRESH & CARE Dung dịch vệ sinh phụ nữ Odor Fresh+ - 250ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;1;0;1;0;0;0.00;0;--;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/277888_1788862173111.jpg?imageView2/1/w/300/h/300;QT36;FRESH & CARE Dung dịch vệ sinh phụ nữ Odor Fresh+ - 150ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;--;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
;3171;Chờ để thêm Mã SKU khác 1;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;--;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
;3170;Chờ để thêm Mã SKU khác 2;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;--;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/844650_1788859163338.jpg?imageView2/1/w/300/h/300;3169;NATURIE Gel dưỡng ẩm chiết xuất từ hạt ý dĩ Skin Conditioning - 180g;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;3;0;3;0;0;0.00;0;0.00;--;113163.64;339490.92;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/648095_1788841691893.jpg?imageView2/1/w/300/h/300;3168;CASMARA Tinh chất giảm nám, làm sáng ban đêm Lightening Clarifying Concentrated Serum - 30ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/326323_1788776451950.jpg?imageView2/1/w/300/h/300;3167;HISTO Mặt nạ dưỡng trắng da Lightening Cream Mask - 250g;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;1.00;0;297538.46;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/441645_1788776398114.jpg?imageView2/1/w/300/h/300;3166;AVENE Kem Dưỡng Làm Mờ Nếp Nhăn Hyaluron Activ B3 Cell Renewal Aqua Cream-In-Gel - 50ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/735771_1788755238608.jpg?imageView2/1/w/300/h/300;3165;LOREAL Dầu Xả Giảm Rụng Tóc Paris Full Resist Detangling Conditioner - 80m;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/055252_1788755234525.jpg?imageView2/1/w/300/h/300;3164;LOREAL Dầu Gội Paris Full Resist Purifying Shampoo - 80ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/731731_1788755285203.jpg?imageView2/1/w/300/h/300;3163;COCOON Sữa Chống Nắng Vô Cơ Sen Hậu Giang Tone up Pink (Hồng) - 50ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;30.00;0;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/258908_1788584272357.jpg?imageView2/1/w/300/h/300;3161;SILKY Hands Kem Tay Lụa Dưỡng (Odor) - 80ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;5;0;5;0;0;0.00;0;0.00;--;36663.64;183318.20;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/019309_1788584584154.jpg?imageView2/1/w/300/h/300;3160;SILKY Hands Kem Tay Lụa Dưỡng (Cherry) - 80ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;5;0;5;0;0;0.00;0;0.00;--;36663.64;183318.20;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/859553_1788584289466.jpg?imageView2/1/w/300/h/300;3159;SILKY Hands Kem Tay Lụa Dưỡng (Dâu Đen Hạnh Nhân) - 80ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;5;0;5;0;0;0.00;0;0.00;--;36663.64;183318.20;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/395767_1788584682359.jpg?imageView2/1/w/300/h/300;3158;COCOON Gel Tắm Bí Đao Winter Melon Shower - 500ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;50.00;0;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/393798_1788425102993.jpg?imageView2/1/w/300/h/300;3156;VICHY Kem dưỡng chống lão hóa Liftactiv Pigment Specialist B3 - 50ML ( ĐÊM );0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;1;1;0;0;0;0.00;0;7.00;0;741119.15;741119.15;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/175026_1788422046512.jpg?imageView2/1/w/300/h/300;3155;KYUNG LAB Kem Dưỡng Ẩm HA Ultra Hydrating - 50ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;1.00;0;330435.64;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/859542_1788160397907.jpg?imageView2/1/w/300/h/300;3154;OLEXRS Dầu Xả Olexrs Argan Oil Collagen Hair Salon - 960ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;2.00;0;164389.61;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/389076_1788160401976.jpg?imageView2/1/w/300/h/300;3153;OLEXRS Dầu Gội Olexrs Argan Oil Collagen Hair Salon - 960ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;2.00;0;164389.61;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/282734_1788160241358.jpg?imageView2/1/w/300/h/300;3152;BAYLIS & HARDING Sữa Tắm Hương Trà Trắng và Neroli White Tea Body Wash (Trắng) - 500ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;1.00;0;115535.71;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/111536_1788160236970.jpg?imageView2/1/w/300/h/300;3151;BAYLIS & HARDING Sữa Tắm Hương Hoa Đào và Hoa Sen Pink Blossom Lotus Flower (Vàng) - 500ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;3.00;0;115535.71;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/927724_1788160220776.jpg?imageView2/1/w/300/h/300;3150;COSMEHEAL Viên Sủi Trắng Da Hàn Quốc Healthy White Efferglow (3 ống / 1 Hộp);0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/756308_1788160213412.jpg?imageView2/1/w/300/h/300;QT35;KR.LAB Cọ Tán Nền Clinical;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;5;0;5;0;0;0.00;0;0.00;--;206.32;1031.60;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/860228_1787970229106.jpg?imageView2/1/w/300/h/300;3149;BIELENDA Sữa Dưỡng Thể Bio Vitamin C Moisturizing Brightening Body Milk with Niacinamide (Xanh) - 400ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;13.33;0;246500.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/089169_1787970328720.jpg?imageView2/1/w/300/h/300;3148;SOME BY MI Mặt Nạ Giấy Real Teatree Calming Care Mask (IP04) ver 4 (1 miếng) - 20g;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;4;0;4;0;0;0.00;0;0.00;--;8000.00;32000.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/804826_1787798067595.jpg?imageView2/1/w/300/h/300;3147;DUCRAY Gel Rửa Mặt Cho Da Nhờn Mụn Keracnyl Foaming Gel - 200ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;15;0;15;0;0;0.00;0;0.00;--;270713.00;4060695.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/027587_1787798073647.jpg?imageView2/1/w/300/h/300;3146;AVENE Nước tẩy trang cho da dầu mụn Cleanance Micellar Water - 400ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;6;0;6;0;0;0.00;0;0.75;8;220514.00;1323084.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/329490_1787655753537.jpg?imageView2/1/w/300/h/300;QT34;DUCRAY Quà Tặng  Bóp Mỹ Phẩm;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;1;0;1;0;0;0.00;0;1.54;0;49000.00;49000.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/587663_1787553867677.jpg?imageView2/1/w/300/h/300;3145;VASELINE Dưỡng Thể Intensive Care Advanced Repair Phục Hồi (Trắng) - 725ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/525484_1787553862497.jpg?imageView2/1/w/300/h/300;3144;VASELINE Dưỡng Thể Intensive Care Essential Healing (Yến Mạch) - 725ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;1;0;1;0;0;0.00;0;3.20;0;110907.32;110907.32;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/156794_1787392000391.jpg?imageView2/1/w/300/h/300;3143;ARRAHAN Gel Tẩy Tế Bào Chết Green Tee (Trà Xanh) - 180ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/071461_1787391794798.jpg?imageView2/1/w/300/h/300;3142;ARRAHAN Gel Tẩy Tế Bào Chết Hanbang Soo (Nhân Sâm) - 180ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;11.00;0;47851.06;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/831768_1787392042722.jpg?imageView2/1/w/300/h/300;3141;ARRAHAN Gel Tẩy Tế Bào Chết Pearl Tone Up (Ngọc Trai) - 180ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/554889_1787376072167.jpg?imageView2/1/w/300/h/300;3140;COCOON Sữa Chống Nắng Vô Cơ Sen Hậu Giang - 5ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/807425_1787376077756.jpg?imageView2/1/w/300/h/300;3139;COCOON Gel Tắm Đường Thốt Nốt - 50ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;15214.29;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/750125_1787376084027.jpg?imageView2/1/w/300/h/300;3138;COCOON Dầu Xả Bưởi - 50ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;25214.29;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/507287_1787281017348.jpg?imageView2/1/w/300/h/300;3137;EUCERIN Sữa dưỡng thể Ph5 Lotion Reduces Dry Sensitivity Skin - 250ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;10.00;0;136508.40;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/302918_1787281006424.jpg?imageView2/1/w/300/h/300;3136;EUCERIN Sữa tắm pH5 Washlotion Sensitivity Skin - 200ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;16.00;0;106468.56;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/283825_1787280998390.jpg?imageView2/1/w/300/h/300;3135;EUCERIN Sữa tắm pH5 Washlotion Sensitivity Skin - 400ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;6.00;0;156627.91;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/234593_1787280979200.jpg?imageView2/1/w/300/h/300;3134;NIVEA Kem dưỡng ẩm Dưỡng Da Sáng Mịn - 30ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;1;0;1;0;0;0.00;0;7.94;0;31000.00;31000.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/904195_1787121651190.jpg?imageView2/1/w/300/h/300;3133;VICHY Gel rửa mặt Normaderm Intensive Purifying Cleanser (Chai) - 400ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;10.00;0;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/718032_1787121656988.jpg?imageView2/1/w/300/h/300;3132;VICHY Gel rửa mặt Normaderm Intensive Purifying Cleanser (Tuýp) - 200ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;10.00;0;325337.50;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/589518_1787121665755.jpg?imageView2/1/w/300/h/300;3131;OBAGI Serum Dưỡng Sáng & Đều Màu Da Professionals Vitamin C 20% - 30ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/502795_1787121681035.jpg?imageView2/1/w/300/h/300;3130;FIVE GRAINS Xịt Chống Nắng Nâng Tông Da Sunscreen Spray Pro Xylane - 160ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;5.00;0;89568.97;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/403429_1787121690179.jpg?imageView2/1/w/300/h/300;3129;FIVE GRAINS Sữa Tắm dưỡng sáng da Body Wash Niacinamide - 500ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;10.00;0;71326.67;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/746368_1787121697581.jpg?imageView2/1/w/300/h/300;3128;FIVE GRAINS Kem Dưỡng Night Body Lotion Ban Đêm - 500ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;10.00;0;71326.67;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/967588_1787104559934.jpg?imageView2/1/w/300/h/300;3127;TSUBAKI Mặt Nạ Kem Ủ Tóc Cao Cấp (Hồng) - 180g;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;10.00;0;159427.59;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/748994_1787104634213.jpg?imageView2/1/w/300/h/300;3126;OH!OH! Daily Nia23 Tinh Chất Chuyên Sâu Avanced Correcting with 23% Niacinamide (Vàng) - 30ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;3.00;0;545078.53;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/709899_1787104595397.jpg?imageView2/1/w/300/h/300;3125;TSUBAKI Mặt Nạ Kem Ủ Tóc Premium EX Repair Mask (Vàng) - 180g;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;20.00;0;159427.59;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/177304_1787051247028.jpg?imageView2/1/w/300/h/300;3124;MAYBELLINE Mascara  Hyper Curl Chuốt Mi Đen 9.2ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/202259_1787102649382.jpg?imageView2/1/w/300/h/300;3123;ALGEMARIN Sữa Tắm Cá Ngựa - 600ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;5;1;4;0;0;0.00;0;0.93;4;132485.07;662425.35;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/901719_1788498824212.jpg?imageView2/1/w/300/h/300;3122;AVENE Kem dưỡng Cicalfate Repair Cream - 5ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;8;0;8;0;0;0.00;0;0.67;11;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/411906_1787018832379.jpg?imageView2/1/w/300/h/300;3121;LRP  Serum Retinol B3 Serum Giúp Giảm Thâm Nám, Làm Đều Màu Da 30ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;5.00;0;872745.28;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/473717_1767409571228.jpg?imageView2/1/w/300/h/300;QT33;LRP Mini KEM CHỖNG NẮNG VẠCH VÀNG 3ML;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/943364_1786954959341.jpg?imageView2/1/w/300/h/300;3205;EUCERIN Kem dưỡng giảm ngứa và đỏ da Omega Plus Extra Ato Calming - 40ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;1;0;1;0;0;0.00;0;1.31;0;280217.53;280217.53;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/551662_1786954571945.jpg?imageView2/1/w/300/h/300;3204;LRP Serum Chống Nắng Siêu Mỏng Nhẹ Anthelios UVAir SPF50+ PA++++ - 50ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;1.50;0;375059.79;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/271633_1786953892664.jpg?imageView2/1/w/300/h/300;3203;EUCERIN Nước Cân Bằng DermoPure Clinical Purifying Toner - 200ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;3.00;0;230059.79;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/573411_1786778477075.jpg?imageView2/1/w/300/h/300;3202;AHOHWA Mặt Nạ Ủ Trắng Tone Up Brightening Cream Mask - 100g;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;2.00;0;347911.54;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/336798_1787017410481.jpg?imageView2/1/w/300/h/300;3120;BENZAC GEL  5% benzoyl peroxide Gel Giảm Mụn 30G;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/382761_1786696670141.jpg?imageView2/1/w/300/h/300;3201;3W Clinic Sữa Rửa Mặt Than Hoạt Tính - 100ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;2;0;2;0;0;0.00;0;0.00;--;21482.14;42964.28;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/053189_1786696665662.jpg?imageView2/1/w/300/h/300;3200;3W Clinic Sữa Rửa Mặt Gạo Nâu - 100ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;2;0;2;0;0;0.00;0;0.00;--;21482.14;42964.28;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/764039_1786696660718.jpg?imageView2/1/w/300/h/300;3119;3W Clinic Sữa Rửa Mặt Trà Xanh - 100ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;2;0;2;0;0;0.00;0;0.12;16;21703.49;43406.98;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/596994_1786607904615.jpg?imageView2/1/w/300/h/300;QT32;DERMAXILIC Mút Tắm;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;64;0;64;0;0;0.00;0;4.62;13;217.56;13923.84;Còn hàng;Chưa chọn danh mục;;;Single SKU;
;3118;Vichy Kem chống nắng Vichy Capital Soleil Anti-Dark Spot 3-in-1 Vạch Cam - 50ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;0.00;--;0.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/221951_1786517481425.jpg?imageView2/1/w/300/h/300;3117;LRP Kem dưỡng làm dịu Toleriane Sensitive Prebiotic Care (tuýp) - 40ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;10.00;0;364000.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/933992_1786414030289.jpg?imageView2/1/w/300/h/300;3116;VICHY Kem Chống Nắng Bảo Vệ, Giảm Lão Hóa Capital Soleil 3in1 Anti-Aging SPF50 UVB + UVA Vạch Đỏ - 50ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;5;5;0;0;0;0.00;0;5.00;0;403100.00;2015500.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/034632_1786350458532.jpg?imageView2/1/w/300/h/300;3115;LRP Kem Dưỡng Giảm Thâm Nám & Dưỡng Sáng Da Mela B3 - 40ml;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;1;0;1;0;0;0.00;0;0.18;5;665000.00;665000.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/801005_1786350478829.jpg?imageView2/1/w/300/h/300;3114;EUCERIN Sữa Rửa Mặt Trắng Da Tạo Bọt Spotless Brightening Gentle Cleansing Foam - 150g;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;0;0;0;0;0;0.00;0;5.00;0;315000.00;0.00;Còn hàng;Chưa chọn danh mục;;;Single SKU;
https://res.bigseller.pro/sku/images/merchantsku/944484/274401_1786350218223.jpg?imageView2/1/w/300/h/300;QT31;MAXCLINIC Túi vải;0.00;0.00;0.00;0.00;VIE GROUP HCM;Default Piling Area;Default Shelf;1;0;1;0;0;0.00;0;0.07;14;1102.35;1102.35;Còn hàng;Chưa chọn danh mục;;;Single SKU;
