Mã SKU;Tên;Thuộc tính phân loại;Danh mục;Xuất kho / Bán hàng;Lợi nhuận gộp hàng hóa đã giao;Tỷ suất Lợi nhuận gộp hàng hóa đã giao;Lượng bán xuất kho trung bình hàng ngày;Tồn kho khả dụng;Số ngày có thể bán;Đang vận tải;Cảnh báo tồn kho;Thời gian tạo;Link hình ảnh
1020;OEM Khăn tắm nén cotton 70x140cm - XANH [XT];;Chưa chọn danh mục;1;11900;0.5694;0.03;9;300;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/763308_1755687689446.jpg?imageView2/1/w/300/h/300
1023;OEM Kì Gót 2 Đầu [XT];;Chưa chọn danh mục;0;0;0;0;30;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/045740_1754365904074.jpg?imageView2/1/w/300/h/300
1024;OEM Lược Gội Đầu Silicone (KHÔNG HỘP) [XT];;Chưa chọn danh mục;2;23000;0.5897;0.06;239;3983;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/933285_1754365716286.jpg?imageView2/1/w/300/h/300
1027;OEM Miếng Dán Tóc Mái màu ngẫu nhiên - COMBO 2 MIẾNG [XT];;Chưa chọn danh mục;0;0;0;0;112;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/402484_1754365906435.jpg?imageView2/1/w/300/h/300
1028;OEM Túi lưới đựng xà phòng tắm [XT];;Chưa chọn danh mục;2;25420;0.9079;0.06;119;1983;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/702950_1754365814923.jpg?imageView2/1/w/300/h/300
1029;OEM Xà Phòng Cám Gạo Jam Rice Milk Soap 60g;;Chưa chọn danh mục;57;111231.2;0.2009;1.84;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/949619_1754919949805.jpg?imageView2/1/w/300/h/300
1030;9WISHES Serum Dưỡng Sáng Miracle White Ampule Serum 25ml;;Chưa chọn danh mục;1;13900;0.0713;0.03;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/854784_1754366213630.jpg?imageView2/1/w/300/h/300
1031;ABONNE Muối Tắm Tẩy Tế Bào Chết Spa 350gr - SỮA BÒ;;Chưa chọn danh mục;93;497420.46;0.2;3;43;14;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/893167_1754998314249.jpg?imageView2/1/w/300/h/300
1032;ABONNE Muối Tắm Tẩy Tế Bào Chết Spa 350gr - VITAMIN C;;Chưa chọn danh mục;17;43923.84;0.1073;0.55;11;20;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/443877_1754365816832.jpg?imageView2/1/w/300/h/300
1033;ABONNE Muối Tắm Tẩy Tế Bào Chết Spa 350gr - YOGURT;;Chưa chọn danh mục;17;161736.18;0.3081;0.55;31;56;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/570974_1754365623594.jpg?imageView2/1/w/300/h/300
1034;ABONNE Muối Tắm Tẩy Tế Bào Chết Spa dạng tuýp 350gr - SỮA BÒ;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/906725_1754365717682.jpg?imageView2/1/w/300/h/300
1035;ACNE AID SOAP BAR OIL CONTROL XÀ PHÒNG - ĐỎ;;Chưa chọn danh mục;6;251424.84;0.39909999999999995;0.19;14;73;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/876839_1756125276020.jpg?imageView2/1/w/300/h/300
1036;ACNECLEAN Gel Bôi Ngoài Da Extra Gel Giúp Làm Dịu, Hạn Chế Thâm Mụn, Thông Thoáng Lỗ Chân Lông 15g;;Chưa chọn danh mục;0;0;0;0;2;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/211870_1755488228381.jpg?imageView2/1/w/300/h/300
1038;ACNEDUO PLUS Gel Bôi Ngoài da RETINAL 1.0% AHA - 15g;;Chưa chọn danh mục;10;45000;0.057699999999999994;0.32;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/852280_1757512757194.jpg?imageView2/1/w/300/h/300
1040;ACTIDEM Gel giảm mụn Actidem Derma GeL - 18g;;Chưa chọn danh mục;6;31598.28;0.0554;0.19;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/679805_1755015212666.jpg?imageView2/1/w/300/h/300
1043;ADERMA Gel Rửa Mặt & Tắm Gội Douche Hydra-Protective Shower Gel Essentials 3in1 200ml;;ADERMA;9;1138144;0.3333;0.29;16;55;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/094914_1788877828546.jpg?imageView2/1/w/300/h/300
1044;ADERMA Kem Chống Nắng Protect Invisible Fluid SPF50+ 40ml;;ADERMA;0;0;0;0;4;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/613580_1787500384826.jpg?imageView2/1/w/300/h/300
1045;ADERMA Kem Dưỡng A-derma Biology AC Perfect Anti-Blemish Fluid Giảm Mụn 40ml;;ADERMA;0;0;0;0;3;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/780896_1787500630000.jpg?imageView2/1/w/300/h/300
1046;ADERMA Kem Dưỡng Ẩm Dermalibour+ Repairing Cream - 50ml;;ADERMA;6;806921.42;0.34130000000000005;0.19;4;21;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/531619_1754366311760.jpg?imageView2/1/w/300/h/300
1047;ADERMA Kem Dưỡng Ẩm Exomega Allergo Emollient Balm - 200ml;;ADERMA;2;407256.16;0.3042;0.06;1;16;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/536167_1754365818075.jpg?imageView2/1/w/300/h/300
1048;ADERMA Kem Dưỡng Ẩm Exomega Allergo Emollient Balm - 40ml;;ADERMA;1;66790;0.2288;0.03;10;333;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/774406_1754365627392.jpg?imageView2/1/w/300/h/300
1049;ADERMA Kem Dưỡng Ẩm Hydrating Universal Cream 50ml;;ADERMA;0;0;0;0;1;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/462025_1755015213267.jpg?imageView2/1/w/300/h/300
1050;ADERMA Kem Dưỡng Epitheliale A.H Ultra Soothing Repairing Cream - 40ml;;ADERMA;4;368480;0.3737;0.13;4;30;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/531475_1788484991514.jpg?imageView2/1/w/300/h/300
1051;ADERMA Kem Dưỡng Epitheliale A.H Ultra SPF50+ Làm Dịu Da, Bảo Vệ Vùng Da Nhạy Cảm 40ml;;ADERMA;1;177080;0.3563;0.03;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/386098_1787500462556.jpg?imageView2/1/w/300/h/300
1056;"AGAFIA ĐẤT SÉT XANH ,Mặt Nạ Đất Sét Sữa Non ""Thảo Mộc"" Bà Già Nga Agafia 100mL";;Chưa chọn danh mục;52;784942;0.3502;1.68;31;18;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/792439_1754365726638.jpg?imageView2/1/w/300/h/300
1060;AILIN Dao cạo lông mày 2 lưỡi;;Chưa chọn danh mục;4;29099;0.715;0.13;406;3123;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/699977_1754366215966.jpg?imageView2/1/w/300/h/300
1061;AJONA Kem đánh răng giúp giảm cao răng và chống viêm lợi 25ml;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/887446_1755687785070.jpg?imageView2/1/w/300/h/300
1062;ALPHA ARBUTIN Kem giảm thâm nách 3 Plus Organic Underarm Night Cream 50g;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/298168_1754365717667.jpg?imageView2/1/w/300/h/300
1063;ALPHA ARBUTIN Sữa Dưỡng Thể Trắng Da Collagen Lotion 500ML [XT];;Chưa chọn danh mục;38;199339.7;0.050499999999999996;1.23;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/250436_1754365903150.jpg?imageView2/1/w/300/h/300
1064;ALPHA ARBUTIN Vỉ 10 Viên Dưỡng Trắng Da Kyra Alpha Arbutin 3 Plus+ - Viên ban ngày;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/333021_1754364216703.jpg?imageView2/1/w/300/h/300
1066;Alucos bông tẩy trang 222 miếng 100% Cotton Tự Nhiên - Siêu Dày, Siêu Mềm Mịn;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/207444_1754365631594.jpg?imageView2/1/w/300/h/300
1074;AMORTALS  Mút Rửa Mặt AMORTALS Dạng Giọt Nước ( CÓ HỘP KÈM);;Chưa chọn danh mục;113;385945.15;0.16829999999999998;3.65;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/242814_1784782365080.jpg?imageView2/1/w/300/h/300
1076;AMORTALS Bông Mút Rửa Mặt Bọt Biển Hình Giọt Nước  - Lẻ 1 KHÔNG HỘP;;Chưa chọn danh mục;7;125698.7;0.5259;0.23;1;4;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/636710_1754291500158.jpg?imageView2/1/w/300/h/300
1077;AMORTALS Mút Rửa Mặt Hộp 3 Mút NGUYÊN TEAM [CTY];;Chưa chọn danh mục;0;0;0;0;14;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/276774_1756958194500.jpg?imageView2/1/w/300/h/300
1078;ACNE ACID LIQUID CLEANSER 100ml;;Chưa chọn danh mục;3;560000;1;0.1;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/168707_1754365904540.jpg?imageView2/1/w/300/h/300
1079;ANESSA Gel Chống Nắng Anessa Brightening Uv Sunscreen Gel N SPF50+ PA++++ 90g  TÍM;;Chưa chọn danh mục;12;346500;0.0917;0.39;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/491681_1787363678858.jpg?imageView2/1/w/300/h/300
1080;ANESSA Gel Chống Nắng Anessa Perfect UV Sunscreen Skincare Gel N SPF50+/PA++++ 90g (VÀNG);;Chưa chọn danh mục;84;3440000;0.1253;2.71;4;1;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/793517_1787365240129.jpg?imageView2/1/w/300/h/300
1082;ANESSA Gel Chống Nắng Dịu Nhẹ Cho Da Nhạy Cảm & Trẻ Em Moisture UV Sunscreen Mild SPF35 PA+++ 90g - Xanh dương;;Chưa chọn danh mục;0;0;0;0;15;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/213951_1754365814131.jpg?imageView2/1/w/300/h/300
1083;Anessa Gel Chống Nắng Perfect UV Sunscreen - 15ml (VÀNG);;Chưa chọn danh mục;0;0;0;0;1;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/160878_1754366212062.jpg?imageView2/1/w/300/h/300
1085;ANESSA Serum Dưỡng Da Night Sun Care Serum 12ml ( Nắp xanh );;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:52;
1086;ANESSA Serum Dưỡng Da Và Phục Hồi Sau Nắng Anessa Night Sun Care 180ml;;Chưa chọn danh mục;0;0;0;0;2;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/147173_1754365810753.jpg?imageView2/1/w/300/h/300
1087;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Mild Milk (For Sensitive Skin) SPF50+/PA++++ - 12ml (MÀU HỒNG);;Chưa chọn danh mục;115;2046675.35;0.2863;3.71;263;70;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/626389_1754366308303.jpg?imageView2/1/w/300/h/300
1088;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Mild Milk (For Sensitive Skin) SPF50+/PA++++ 60ml (MÀU HỒNG);;Chưa chọn danh mục;29;962178.96;0.08990000000000001;0.94;126;134;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/774806_1754365624049.jpg?imageView2/1/w/300/h/300
1089;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Skincare Milk N SPF50+ PA++++ - 12ml (MÀU TRĂNG);;Chưa chọn danh mục;0;0;0;0;10;--;0;0;13/04/2026 21:52;
1090;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Skincare Milk N SPF50+ PA++++ - 12ml (MÀU VÀNG);;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/471495_1754365904391.jpg?imageView2/1/w/300/h/300
1092;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Skincare Milk N SPF50+ PA++++ - 60ml (MÀU VÀNG);;Chưa chọn danh mục;41;1180808.83;0.0782;1.32;14;10;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/075403_1754365813701.jpg?imageView2/1/w/300/h/300
1094;ANESSA Xịt Chống Nắng Anessa Perfect UV Sunscreen Skincare Spray N SPF50+ PA++++ 60g;;Chưa chọn danh mục;15;365000;0.09140000000000001;0.48;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/028944_1787362893642.jpg?imageView2/1/w/300/h/300
1096;ANGEL’S LIQUID  Xịt Cơ Thể Glutathione+ Spot Care Body Mist - 150ml;;Chưa chọn danh mục;2;387291.24;0.42840000000000006;0.06;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/061891_1754365710689.jpg?imageView2/1/w/300/h/300
1102;ANGEL'S LIQUID Lăn Nách Angel's Liquid Glutathione + Niacinamide Arbutin Fresh Deodorant 60ml;;Chưa chọn danh mục;2;172400;0.2724;0.06;12;200;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/946675_1754366311844.jpg?imageView2/1/w/300/h/300
1105;ANGEL'S LIQUID Siêu tinh chất Tranexamic Mela Ampoule xoá thâm đỏ mờ sạm nám 30ml;;Chưa chọn danh mục;0;0;0;0;1;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/498187_1754365908357.jpg?imageView2/1/w/300/h/300
1106;ANGEL'S LIQUID Sữa Tắm Glutathione + BHA Exfoliating Body Wash - 500g;;Chưa chọn danh mục;22;3075115.99;0.4;0.71;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/968745_1754366210508.jpg?imageView2/1/w/300/h/300
1108;ANGEL'S LIQUID Tinh chất Glutathione + Niacinamide 700 V-ampoule 30ml;;Chưa chọn danh mục;0;0;0;0;2;--;0;0;13/04/2026 21:52;
1109;APERIRE CUSHION Day Dream Cover SPF50+ PA++++ 13g - 01 Rose Petal;;Chưa chọn danh mục;7;94806.65;0.049400000000000006;0.23;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/339868_1754361508408.jpg?imageView2/1/w/300/h/300
1110;APERIRE CUSHION Day Dream Cover SPF50+ PA++++ 13g - 02 Warm vanilla;;Chưa chọn danh mục;3;54600;0.065;0.1;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/364745_1754365821766.jpg?imageView2/1/w/300/h/300
1111;APERIRE Mặt Nạ Đất Sét Aperire Be Frozen Pore Mask 120g (XANH);;Chưa chọn danh mục;6;743584.62;0.3481;0.19;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/285414_1754366318124.jpg?imageView2/1/w/300/h/300
1112;APERIRE Mặt Nạ Đất Sét Aperire VERRY PRETTY Pore Mask 120g (HỒNG);;Chưa chọn danh mục;2;1401;0.003;0.06;4;66;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/256664_1754366223353.jpg?imageView2/1/w/300/h/300
1113;APTEKA Gel Vệ Sinh Phụ Nữ Apteka Zelenaya 370ml - Cây trà xanh;;Chưa chọn danh mục;1;39490.42;0.3319;0.03;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/665219_1754366216113.jpg?imageView2/1/w/300/h/300
1114;APTEKA Gel Vệ Sinh Phụ Nữ Apteka Zelenaya 370ml - Cây xô thơm;;Chưa chọn danh mục;2;79017.64;0.332;0.06;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/158484_1754365718488.jpg?imageView2/1/w/300/h/300
1115;APTEKA Gel Vệ Sinh Phụ Nữ Apteka Zelenaya 370ml - Cúc La Mã;;Chưa chọn danh mục;6;329016.74;0.4082;0.19;30;157;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/259631_1754366311985.jpg?imageView2/1/w/300/h/300
1116;AQUAFRESH Kem đánh răng Extreme Clean 158.7g – Whitening;;Chưa chọn danh mục;6;362444.74;0.3972;0.19;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/760916_1754365715943.jpg?imageView2/1/w/300/h/300
1117;AQUAFRESH Kem đánh răng Fresh & Minty 100g;;Chưa chọn danh mục;11;332910;0.4097;0.35;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/849631_1754365621719.jpg?imageView2/1/w/300/h/300
1118;AQUAFRESH Kem đánh răng trẻ em 50g – 6+tuổi;;Chưa chọn danh mục;3;78368.85;0.4379;0.1;9;90;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/567210_1754365813632.jpg?imageView2/1/w/300/h/300
1119;ARGANICARE Collagen Reconstructuring Masque mặt nạ ủ tóc 500ml;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/471231_1767705306042.jpg?imageView2/1/w/300/h/300
1120;ARMAF Body Mist Xịt Thơm Toàn Thân Armaf  Club de Nuit Cho Nữ 200ML - Hồng [XT];;Chưa chọn danh mục;18;110250;0.061900000000000004;0.58;2;3;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/066499_1787115182176.jpg?imageView2/1/w/300/h/300
1121;ARMAF Body Mist Xịt Thơm Toàn Thân Armaf Club de Nuit Cho Nam 200ML - Đen [XT];;Chưa chọn danh mục;19;107070.15;0.0571;0.61;7;11;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/657387_1787115141245.jpg?imageView2/1/w/300/h/300
1122;ARMAF Lăn Khử Mùi Nước Hoa Nam Club De Nuit Woman 75G - ĐEN;;Chưa chọn danh mục;0;0;0;0;5;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/355634_1787115089629.jpg?imageView2/1/w/300/h/300
1123;ARMAF Lăn Khử Mùi Nước Hoa Nữ Club De Nuit Woman 75G -  Hồng;;Chưa chọn danh mục;140;1487272.8;0.0401;4.52;45;9;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/567840_1787114963126.jpg?imageView2/1/w/300/h/300
1127;Aspasia - Xịt Khoáng Aspasia Moist Up Face Mist Aloe Làm Dịu Mát Bổ Sung Độ Ẩm Cho Làn Da Rạng Rỡ 150ml;;Chưa chọn danh mục;1994;34450421.8;0.3006;64.32;3604;56;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/898863_1765802675558.jpg?imageView2/1/w/300/h/300
1128;Aspasia - Xịt Khoáng Aspasia vàng GOLD;;Chưa chọn danh mục;1;29362.92;0.3729;0.03;12;400;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/053403_1776091980324.jpg?imageView2/1/w/300/h/300
1129;Aspasia Xịt Khoáng Tinh Chất Collagen;;Chưa chọn danh mục;8;330609;0.4525;0.26;208;800;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/019091_1772088529232.jpg?imageView2/1/w/300/h/300
1130;Aspasia Xịt Khoáng Tinh Chất Ốc Sên;;Chưa chọn danh mục;0;0;0;0;88;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/581968_1772088641033.jpg?imageView2/1/w/300/h/300
1133;ASTRID Son dưỡng môi mỡ huơu 4.7gr – Thỏi trắng;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/681733_1754365621805.jpg?imageView2/1/w/300/h/300
1135;AURA Bông Tẩy Trang Aura Beauty 150 Miếng Cotton Pads;;Chưa chọn danh mục;5;55500;0.3265;0.16;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/973969_1768913400504.jpg?imageView2/1/w/300/h/300
1136;AVA Serum Ava Youth Activator Retinol 30ml;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/993017_1754365621794.jpg?imageView2/1/w/300/h/300
1137;AVA Serum cấp ẩm Hydranov AVA 30ml;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/398197_1755552875125.jpg?imageView2/1/w/300/h/300
1138;AVEENO Kem dưỡng ẩm Aveeno Baby Dermexa Moisturising Cream - 100g;;Chưa chọn danh mục;0;0;0;0;5;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/350277_1760088265706.jpg?imageView2/1/w/300/h/300
1139;AVEENO Kem dưỡng ẩm Baby Soothing Relief Moisture 227g;;Chưa chọn danh mục;0;0;0;0;3;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/785950_1754366312738.jpg?imageView2/1/w/300/h/300
1140;AVEENO kem dưỡng ẩm Baby Soothing Relief Moisture cream 14g;;Chưa chọn danh mục;6;134994;1;0.19;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/100251_1754366305506.jpg?imageView2/1/w/300/h/300
1141;AVEENO Sữa dưỡng thể Baby Daily Moisture Lotion 227ml;;Chưa chọn danh mục;0;0;0;0;2;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/748092_1754998314799.jpg?imageView2/1/w/300/h/300
1146;AVEENO Sữa tắm dưỡng ẩm Daily Moisturizing Body Wash 354ml;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/046315_1755553184631.jpg?imageView2/1/w/300/h/300
1147;AVEENO Sữa tắm gội baby daily moisture wash&shampoo 236ml;;Chưa chọn danh mục;8;166434.12;0.1426;0.26;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/868592_1754366312432.jpg?imageView2/1/w/300/h/300
1149;AVENE Kem Dưỡng Ẩm Cold Cream 100ml;;Chưa chọn danh mục;1;178980;0.3616;0.03;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/138125_1754365720341.jpg?imageView2/1/w/300/h/300
1150;AVENE Kem dưỡng Cicalfate Repair Cream - 100ml;;Chưa chọn danh mục;18;931633.95;0.12390000000000001;0.58;15;25;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/142265_1754366315747.jpg?imageView2/1/w/300/h/300
