Mã SKU;Tên;Thuộc tính phân loại;Danh mục;Xuất kho / Bán hàng;Lợi nhuận gộp hàng hóa đã giao;Tỷ suất Lợi nhuận gộp hàng hóa đã giao;Lượng bán xuất kho trung bình hàng ngày;Tồn kho khả dụng;Số ngày có thể bán;Đang vận tải;Cảnh báo tồn kho;Thời gian tạo;Link hình ảnh
1049;ADERMA Kem Dưỡng Ẩm Hydrating Universal Cream 50ml;;ADERMA;3;338523;0.3098;0.1;1;10;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/462025_1755015213267.jpg?imageView2/1/w/300/h/300
1050;ADERMA Kem Dưỡng Epitheliale A.H Ultra Soothing Repairing Cream - 40ml;;ADERMA;1;170240;0.3554;0.03;4;133;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/531475_1788484991514.jpg?imageView2/1/w/300/h/300
1051;ADERMA Kem Dưỡng Epitheliale A.H Ultra SPF50+ Làm Dịu Da, Bảo Vệ Vùng Da Nhạy Cảm 40ml;;ADERMA;1;80;0.0003;0.03;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/386098_1787500462556.jpg?imageView2/1/w/300/h/300
1056;"AGAFIA ĐẤT SÉT XANH ,Mặt Nạ Đất Sét Sữa Non ""Thảo Mộc"" Bà Già Nga Agafia 100mL";;Chưa chọn danh mục;64;630540;0.2602;2.06;31;15;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/792439_1754365726638.jpg?imageView2/1/w/300/h/300
1060;AILIN Dao cạo lông mày 2 lưỡi;;Chưa chọn danh mục;3;42300;0.8294;0.1;406;4060;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/699977_1754366215966.jpg?imageView2/1/w/300/h/300
1061;AJONA Kem đánh răng giúp giảm cao răng và chống viêm lợi 25ml;;Chưa chọn danh mục;8;84000;0.18100000000000002;0.26;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/887446_1755687785070.jpg?imageView2/1/w/300/h/300
1062;ALPHA ARBUTIN Kem giảm thâm nách 3 Plus Organic Underarm Night Cream 50g;;Chưa chọn danh mục;54;268677.62;0.061500000000000006;1.74;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/298168_1754365717667.jpg?imageView2/1/w/300/h/300
1063;ALPHA ARBUTIN Sữa Dưỡng Thể Trắng Da Collagen Lotion 500ML [XT];;Chưa chọn danh mục;19;119681.98;0.0602;0.61;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/250436_1754365903150.jpg?imageView2/1/w/300/h/300
1074;AMORTALS  Mút Rửa Mặt AMORTALS Dạng Giọt Nước ( CÓ HỘP KÈM);;Chưa chọn danh mục;57;183561.55;0.1582;1.84;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/242814_1784782365080.jpg?imageView2/1/w/300/h/300
1076;AMORTALS Bông Mút Rửa Mặt Bọt Biển Hình Giọt Nước  - Lẻ 1 KHÔNG HỘP;;Chưa chọn danh mục;8;219512.8;0.629;0.26;1;3;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/636710_1754291500158.jpg?imageView2/1/w/300/h/300
1077;AMORTALS Mút Rửa Mặt Hộp 3 Mút NGUYÊN TEAM [CTY];;Chưa chọn danh mục;0;0;0;0;14;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/276774_1756958194500.jpg?imageView2/1/w/300/h/300
1078;ACNE ACID LIQUID CLEANSER 100ml;;Chưa chọn danh mục;1;185000;1;0.03;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/168707_1754365904540.jpg?imageView2/1/w/300/h/300
1080;ANESSA Gel Chống Nắng Anessa Perfect UV Sunscreen Skincare Gel N SPF50+/PA++++ 90g (VÀNG);;Chưa chọn danh mục;3;27000;0.0305;0.1;4;40;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/793517_1787365240129.jpg?imageView2/1/w/300/h/300
1082;ANESSA Gel Chống Nắng Dịu Nhẹ Cho Da Nhạy Cảm & Trẻ Em Moisture UV Sunscreen Mild SPF35 PA+++ 90g - Xanh dương;;Chưa chọn danh mục;2;399000;0.3923;0.06;15;250;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/213951_1754365814131.jpg?imageView2/1/w/300/h/300
1083;Anessa Gel Chống Nắng Perfect UV Sunscreen - 15ml (VÀNG);;Chưa chọn danh mục;0;0;0;0;1;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/160878_1754366212062.jpg?imageView2/1/w/300/h/300
1086;ANESSA Serum Dưỡng Da Và Phục Hồi Sau Nắng Anessa Night Sun Care 180ml;;Chưa chọn danh mục;0;0;0;0;2;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/147173_1754365810753.jpg?imageView2/1/w/300/h/300
1087;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Mild Milk (For Sensitive Skin) SPF50+/PA++++ - 12ml (MÀU HỒNG);;Chưa chọn danh mục;27;441591.43;0.2693;0.87;263;302;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/626389_1754366308303.jpg?imageView2/1/w/300/h/300
1088;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Mild Milk (For Sensitive Skin) SPF50+/PA++++ 60ml (MÀU HỒNG);;Chưa chọn danh mục;45;1297375.5;0.07919999999999999;1.45;126;86;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/774806_1754365624049.jpg?imageView2/1/w/300/h/300
1089;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Skincare Milk N SPF50+ PA++++ - 12ml (MÀU TRĂNG);;Chưa chọn danh mục;0;0;0;0;10;--;0;0;13/04/2026 21:52;
1090;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Skincare Milk N SPF50+ PA++++ - 12ml (MÀU VÀNG);;Chưa chọn danh mục;1;37761.9;0.478;0.03;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/471495_1754365904391.jpg?imageView2/1/w/300/h/300
1092;ANESSA Sữa Chống Nắng Perfect UV Sunscreen Skincare Milk N SPF50+ PA++++ - 60ml (MÀU VÀNG);;Chưa chọn danh mục;32;1755620.89;0.1422;1.03;14;13;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/075403_1754365813701.jpg?imageView2/1/w/300/h/300
1094;ANESSA Xịt Chống Nắng Anessa Perfect UV Sunscreen Skincare Spray N SPF50+ PA++++ 60g;;Chưa chọn danh mục;10;90000;0.0359;0.32;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/028944_1787362893642.jpg?imageView2/1/w/300/h/300
1096;ANGEL’S LIQUID  Xịt Cơ Thể Glutathione+ Spot Care Body Mist - 150ml;;Chưa chọn danh mục;1;170645.62;0.3978;0.03;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/061891_1754365710689.jpg?imageView2/1/w/300/h/300
1102;ANGEL'S LIQUID Lăn Nách Angel's Liquid Glutathione + Niacinamide Arbutin Fresh Deodorant 60ml;;Chưa chọn danh mục;0;0;0;0;12;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/946675_1754366311844.jpg?imageView2/1/w/300/h/300
1105;ANGEL'S LIQUID Siêu tinh chất Tranexamic Mela Ampoule xoá thâm đỏ mờ sạm nám 30ml;;Chưa chọn danh mục;0;0;0;0;1;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/498187_1754365908357.jpg?imageView2/1/w/300/h/300
1106;ANGEL'S LIQUID Sữa Tắm Glutathione + BHA Exfoliating Body Wash - 500g;;Chưa chọn danh mục;5;630282.85;0.3746;0.16;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/968745_1754366210508.jpg?imageView2/1/w/300/h/300
1108;ANGEL'S LIQUID Tinh chất Glutathione + Niacinamide 700 V-ampoule 30ml;;Chưa chọn danh mục;0;0;0;0;2;--;0;0;13/04/2026 21:52;
1109;APERIRE CUSHION Day Dream Cover SPF50+ PA++++ 13g - 01 Rose Petal;;Chưa chọn danh mục;2;-31693.34;-0.0646;0.06;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/339868_1754361508408.jpg?imageView2/1/w/300/h/300
1110;APERIRE CUSHION Day Dream Cover SPF50+ PA++++ 13g - 02 Warm vanilla;;Chưa chọn danh mục;1;-22600;-0.09210000000000002;0.03;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/364745_1754365821766.jpg?imageView2/1/w/300/h/300
1112;APERIRE Mặt Nạ Đất Sét Aperire VERRY PRETTY Pore Mask 120g (HỒNG);;Chưa chọn danh mục;0;0;0;0;4;--;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/256664_1754366223353.jpg?imageView2/1/w/300/h/300
1113;APTEKA Gel Vệ Sinh Phụ Nữ Apteka Zelenaya 370ml - Cây trà xanh;;Chưa chọn danh mục;3;66471.26;0.21789999999999998;0.1;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/665219_1754366216113.jpg?imageView2/1/w/300/h/300
1114;APTEKA Gel Vệ Sinh Phụ Nữ Apteka Zelenaya 370ml - Cây xô thơm;;Chưa chọn danh mục;11;614217.02;0.41259999999999997;0.35;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/158484_1754365718488.jpg?imageView2/1/w/300/h/300
1115;APTEKA Gel Vệ Sinh Phụ Nữ Apteka Zelenaya 370ml - Cúc La Mã;;Chưa chọn danh mục;2;104005.58;0.39549999999999996;0.06;30;500;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/259631_1754366311985.jpg?imageView2/1/w/300/h/300
1116;AQUAFRESH Kem đánh răng Extreme Clean 158.7g – Whitening;;Chưa chọn danh mục;7;336643.95;0.4235;0.23;0;0;0;0;13/04/2026 21:52;https://res.bigseller.pro/sku/images/merchantsku/944484/760916_1754365715943.jpg?imageView2/1/w/300/h/300
1117;AQUAFRESH Kem đánh răng Fresh & Minty 100g;;Chưa chọn danh mục;6;224400;0.4617;0.19;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/849631_1754365621719.jpg?imageView2/1/w/300/h/300
1118;AQUAFRESH Kem đánh răng trẻ em 50g – 6+tuổi;;Chưa chọn danh mục;1;22464.95;0.4012;0.03;9;300;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/567210_1754365813632.jpg?imageView2/1/w/300/h/300
1119;ARGANICARE Collagen Reconstructuring Masque mặt nạ ủ tóc 500ml;;Chưa chọn danh mục;1;40000;0.16;0.03;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/471231_1767705306042.jpg?imageView2/1/w/300/h/300
1120;ARMAF Body Mist Xịt Thơm Toàn Thân Armaf  Club de Nuit Cho Nữ 200ML - Hồng [XT];;Chưa chọn danh mục;4;16500;0.0425;0.13;2;15;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/066499_1787115182176.jpg?imageView2/1/w/300/h/300
1121;ARMAF Body Mist Xịt Thơm Toàn Thân Armaf Club de Nuit Cho Nam 200ML - Đen [XT];;Chưa chọn danh mục;6;26649.96;0.0458;0.19;7;36;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/657387_1787115141245.jpg?imageView2/1/w/300/h/300
1122;ARMAF Lăn Khử Mùi Nước Hoa Nam Club De Nuit Woman 75G - ĐEN;;Chưa chọn danh mục;18;242791.56;0.0492;0.58;5;8;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/355634_1787115089629.jpg?imageView2/1/w/300/h/300
1123;ARMAF Lăn Khử Mùi Nước Hoa Nữ Club De Nuit Woman 75G -  Hồng;;Chưa chọn danh mục;24;210000;0.033;0.77;45;58;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/567840_1787114963126.jpg?imageView2/1/w/300/h/300
1125;ARMAF Nước Hoa Nữ Club de Nuit Woman EDP 105ml [XT];;Chưa chọn danh mục;2;45000;0.036699999999999997;0.06;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/009587_1754365814250.jpg?imageView2/1/w/300/h/300
1127;Aspasia - Xịt Khoáng Aspasia Moist Up Face Mist Aloe Làm Dịu Mát Bổ Sung Độ Ẩm Cho Làn Da Rạng Rỡ 150ml;;Chưa chọn danh mục;2100;35243830.97;0.2944;67.74;3604;53;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/898863_1765802675558.jpg?imageView2/1/w/300/h/300
1128;Aspasia - Xịt Khoáng Aspasia vàng GOLD;;Chưa chọn danh mục;0;0;0;0;12;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/053403_1776091980324.jpg?imageView2/1/w/300/h/300
1129;Aspasia Xịt Khoáng Tinh Chất Collagen;;Chưa chọn danh mục;2;50000;0.3333;0.06;208;3466;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/019091_1772088529232.jpg?imageView2/1/w/300/h/300
1130;Aspasia Xịt Khoáng Tinh Chất Ốc Sên;;Chưa chọn danh mục;1;28772.6;0.3836;0.03;88;2933;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/581968_1772088641033.jpg?imageView2/1/w/300/h/300
1136;AVA Serum Ava Youth Activator Retinol 30ml;;Chưa chọn danh mục;3;0;0;0.1;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/993017_1754365621794.jpg?imageView2/1/w/300/h/300
1137;AVA Serum cấp ẩm Hydranov AVA 30ml;;Chưa chọn danh mục;3;0;0;0.1;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/398197_1755552875125.jpg?imageView2/1/w/300/h/300
1138;AVEENO Kem dưỡng ẩm Aveeno Baby Dermexa Moisturising Cream - 100g;;Chưa chọn danh mục;0;0;0;0;5;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/350277_1760088265706.jpg?imageView2/1/w/300/h/300
1139;AVEENO Kem dưỡng ẩm Baby Soothing Relief Moisture 227g;;Chưa chọn danh mục;1;79553;0.24480000000000002;0.03;3;100;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/785950_1754366312738.jpg?imageView2/1/w/300/h/300
1141;AVEENO Sữa dưỡng thể Baby Daily Moisture Lotion 227ml;;Chưa chọn danh mục;0;0;0;0;2;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/748092_1754998314799.jpg?imageView2/1/w/300/h/300
1146;AVEENO Sữa tắm dưỡng ẩm Daily Moisturizing Body Wash 354ml;;Chưa chọn danh mục;2;238000;1;0.06;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/046315_1755553184631.jpg?imageView2/1/w/300/h/300
1150;AVENE Kem dưỡng Cicalfate Repair Cream - 100ml;;Chưa chọn danh mục;30;1812156.7;0.1432;0.97;15;15;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/142265_1754366315747.jpg?imageView2/1/w/300/h/300
1151;AVENE Kem dưỡng Cicalfate Repair Cream - 15ml;;Chưa chọn danh mục;39;3510489.24;0.37450000000000006;1.26;92;73;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/370536_1754998488442.jpg?imageView2/1/w/300/h/300
1152;AVENE Kem dưỡng Cicalfate Repair Cream - 40ml;;Chưa chọn danh mục;36;-3139242.15;-0.5056;1.16;29;25;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/221956_1754361502642.jpg?imageView2/1/w/300/h/300
1154;AVENE Kem Dưỡng Khôi Phục Da Control Soothing Skin Recovery 40ml;;Chưa chọn danh mục;0;0;0;0;0;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/269778_1787500555206.jpg?imageView2/1/w/300/h/300
1159;AVENE Tinh Chất Cicalfate+ Intense Serum Phục Hồi, Cấp Ẩm 30ml;;Chưa chọn danh mục;2;931990;0.5057;0.06;1;16;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/467738_1754366317769.jpg?imageView2/1/w/300/h/300
1164;AVENE Xịt Khoáng Thermal Spring Water - 150ml;;Chưa chọn danh mục;8;314110;0.18289999999999998;0.26;8;30;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/593738_1755552876802.jpg?imageView2/1/w/300/h/300
1165;AVENE Xịt Khoáng Thermal Spring Water - 300ml;;Chưa chọn danh mục;3;478524.5;0.39130000000000004;0.1;7;70;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/253324_1754364221041.jpg?imageView2/1/w/300/h/300
1167;AVENE Xịt Khoáng Thermal Spring Water - 50ml;;Chưa chọn danh mục;10;557882.3;0.3311;0.32;18;56;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/209743_1756124845694.jpg?imageView2/1/w/300/h/300
1174;BABE Kem dưỡng Stop AKN Mattifying Moisturiser 50ml;;Chưa chọn danh mục;13;312095.42;0.08220000000000001;0.42;5;11;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/273868_1754919949482.jpg?imageView2/1/w/300/h/300
1176;BABE Lotion Dưỡng Sáng Babe Depigment+ Lotion Glow 150ml;;Chưa chọn danh mục;0;0;0;0;1;--;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/996574_1754366306761.jpg?imageView2/1/w/300/h/300
1177;BABE Serum Trắng da Depigment Intensive Serum 30ml;;Chưa chọn danh mục;1;341770.73;0.3906;0.03;2;66;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/764997_1754366210521.jpg?imageView2/1/w/300/h/300
1178;BABE Sữa Rửa Mặt Stop Akn Purifying Cleansing Gel - 200ml;;Chưa chọn danh mục;22;1763628.02;0.2361;0.71;180;253;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/978816_1754365624406.jpg?imageView2/1/w/300/h/300
1180;BALANCE Serum Active Formula Hyaluronic Deep Moisture 30ml;;Chưa chọn danh mục;4;25918.78;0.0594;0.13;10;76;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/100931_1787502924604.jpg?imageView2/1/w/300/h/300
1181;BALANCE Serum Active Formula Niacinamide 15% 30ml;;Chưa chọn danh mục;31;192107.04;0.056900000000000006;1;16;16;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/762821_1787502898969.jpg?imageView2/1/w/300/h/300
1182;BALANCE Serum Active Formula Vitamin C Brightening Serum Glow & Radiance - 30ml;;Chưa chọn danh mục;29;383668.08;0.1143;0.94;2;2;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/460511_1787502872542.jpg?imageView2/1/w/300/h/300
