Mã SKU;Tên;Thuộc tính phân loại;Danh mục;Xuất kho / Bán hàng;Lợi nhuận gộp hàng hóa đã giao;Tỷ suất Lợi nhuận gộp hàng hóa đã giao;Lượng bán xuất kho trung bình hàng ngày;Tồn kho khả dụng;Số ngày có thể bán;Đang vận tải;Cảnh báo tồn kho;Thời gian tạo;Link hình ảnh
2575;Vella Kem Dưỡng Da Vùng Cổ Vella Concentrate Neck Cream 50ml;;Chưa chọn danh mục;53;781591.68;0.06709999999999999;5.3;214;40;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/331107_1767103228600.jpg?imageView2/1/w/300/h/300
1766;HATOMUGI Sữa Rửa Mặt Reihaku Hatomugi Facial Foam 170g;;HATOMUGI;51;205822.9;0.0947;5.1;3;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/960687_1754364218292.jpg?imageView2/1/w/300/h/300
1920;LA SOIRÉE Bông Tẩy Trang 100% Cotton Siêu Mềm Siêu Mịn - 120 Miếng Tròn;;Chưa chọn danh mục;51;375517.78;0.18510000000000001;5.1;0;0;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/365208_1754366221461.jpg?imageView2/1/w/300/h/300
2100;MINISO Bông tẩy trang Nhật Bản 100% 180 Miếng;;Chưa chọn danh mục;51;708470.37;0.5345;5.1;506;99;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/287075_1754365818087.jpg?imageView2/1/w/300/h/300
2024;LRP Sữa Rửa Mặt Effaclar Purifying Foaming Gel - 15ml;;Chưa chọn danh mục;50;800948;0.5972999999999999;5;0;0;195;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/840394_1754365814941.jpg?imageView2/1/w/300/h/300
QT03;Túi Olay đỏ;;Chưa chọn danh mục;50;0;0;5;40;8;0;0;30/05/2026 16:56;https://res.bigseller.pro/sku/images/merchantsku/944484/927659_1788917982890.jpg?imageView2/1/w/300/h/300
1982;LOREAL Nước Tẩy Trang Revitalift Hyaluronic Acid Hydrating Micellar Water [Tím] - 95ml;;LOREAL;49;765884.6;0.5102;4.9;254;51;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/482593_1754366213712.jpg?imageView2/1/w/300/h/300
1711;GARNIER Nước Tẩy Trang Micellar Cleansing Water 50ml - Trắng make up;;GARNIER;45;182707.2;0.22519999999999998;4.5;112;24;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/420783_1787047471388.jpg?imageView2/1/w/300/h/300
1612;DR.SERA Bông Tẩy Trang Cotton Tiệt Trùng UV - PURE SNOW COTTON PAD - 234 Miếng;;Chưa chọn danh mục;43;560332.06;0.3215;4.3;972;226;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/407282_1754361506518.jpg?imageView2/1/w/300/h/300
1670;FEMFRESH Dung Dịch Vệ Sinh Phụ Nữ Soothing Wash Hồng 250ml;;Chưa chọn danh mục;43;1512585.33;0.2249;4.3;148;34;0;24;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/047773_1754365814723.jpg?imageView2/1/w/300/h/300
1351;CERAVE Sữa Rửa Mặt Foaming Cleanser - 473ml FRANCE;;Chưa chọn danh mục;42;855530;0.0602;4.2;60;14;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/302232_1754366311743.jpg?imageView2/1/w/300/h/300
1849;JOHNSON'S Nước hoa Baby hương phấn hoa - 50ml (hồng);;Chưa chọn danh mục;42;1073879.56;0.4128;4.2;272;64;0;0;13/04/2026 21:53;https://res.bigseller.pro/sku/images/merchantsku/944484/198271_1754364220719.jpg?imageView2/1/w/300/h/300
